# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Grid: -8.0 to 20.0 MeV, 0.1 MeV step
# Radial grid: 0.1 to 15.0 fm, 0.1 fm step
#
# Columns: E(MeV)  k  r(fm)  V(MeV)  W(MeV)
  16.00000   2    9.600000    2.686068e+00   -2.581224e-03
  16.00000   2    9.700000    2.660150e+00   -2.155220e-03
  16.00000   2    9.800000    2.634536e+00   -1.799802e-03
  16.00000   2    9.900000    2.609244e+00   -1.503235e-03
  16.00000   2   10.000000    2.584290e+00   -1.255742e-03
  16.00000   2   10.100000    2.559685e+00   -1.049174e-03
  16.00000   2   10.200000    2.535436e+00   -8.767386e-04
  16.00000   2   10.300000    2.511550e+00   -7.327742e-04
  16.00000   2   10.400000    2.488030e+00   -6.125616e-04
  16.00000   2   10.500000    2.464878e+00   -5.121664e-04
  16.00000   2   10.600000    2.442092e+00   -4.283078e-04
  16.00000   2   10.700000    2.419673e+00   -3.582504e-04
  16.00000   2   10.800000    2.397616e+00   -2.997128e-04
  16.00000   2   10.900000    2.375920e+00   -2.507920e-04
  16.00000   2   11.000000    2.354579e+00   -2.099008e-04
  16.00000   2   11.100000    2.333590e+00   -1.757148e-04
  16.00000   2   11.200000    2.312947e+00   -1.471292e-04
  16.00000   2   11.300000    2.292644e+00   -1.232217e-04
  16.00000   2   11.400000    2.272676e+00   -1.032229e-04
  16.00000   2   11.500000    2.253037e+00   -8.649021e-05
  16.00000   2   11.600000    2.233721e+00   -7.248733e-05
  16.00000   2   11.700000    2.214721e+00   -6.076639e-05
  16.00000   2   11.800000    2.196031e+00   -5.095339e-05
  16.00000   2   11.900000    2.177645e+00   -4.273591e-05
  16.00000   2   12.000000    2.159557e+00   -3.585296e-05
  16.00000   2   12.100000    2.141760e+00   -3.008647e-05
  16.00000   2   12.200000    2.124248e+00   -2.525419e-05
  16.00000   2   12.300000    2.107016e+00   -2.120379e-05
  16.00000   2   12.400000    2.090056e+00   -1.780793e-05
  16.00000   2   12.500000    2.073364e+00   -1.496011e-05
  16.00000   2   12.600000    2.056933e+00   -1.257128e-05
  16.00000   2   12.700000    2.040757e+00   -1.056694e-05
  16.00000   2   12.800000    2.024832e+00   -8.884754e-06
  16.00000   2   12.900000    2.009151e+00   -7.472571e-06
  16.00000   2   13.000000    1.993709e+00   -6.286725e-06
  16.00000   2   13.100000    1.978501e+00   -5.290664e-06
  16.00000   2   13.200000    1.963523e+00   -4.453779e-06
  16.00000   2   13.300000    1.948768e+00   -3.750431e-06
  16.00000   2   13.400000    1.934232e+00   -3.159142e-06
  16.00000   2   13.500000    1.919911e+00   -2.661912e-06
  16.00000   2   13.600000    1.905799e+00   -2.243655e-06
  16.00000   2   13.700000    1.891893e+00   -1.891721e-06
  16.00000   2   13.800000    1.878188e+00   -1.595504e-06
  16.00000   2   13.900000    1.864679e+00   -1.346107e-06
  16.00000   2   14.000000    1.851363e+00   -1.136064e-06
  16.00000   2   14.100000    1.838235e+00   -9.591090e-07
  16.00000   2   14.200000    1.825292e+00   -8.099834e-07
  16.00000   2   14.300000    1.812530e+00   -6.842703e-07
  16.00000   2   14.400000    1.799945e+00   -5.782599e-07
  16.00000   2   14.500000    1.787533e+00   -4.888354e-07
  16.00000   2   14.600000    1.775291e+00   -4.133774e-07
  16.00000   2   14.700000    1.763215e+00   -3.496837e-07
  16.00000   2   14.800000    1.751302e+00   -2.959026e-07
  16.00000   2   14.900000    1.739549e+00   -2.504764e-07
  16.00000   2   15.000000    1.727953e+00   -2.120945e-07
  18.00000   1    0.100000   -4.558305e+01   -1.537558e+00
  18.00000   1    0.200000   -4.556278e+01   -1.538699e+00
  18.00000   1    0.300000   -4.553927e+01   -1.540102e+00
  18.00000   1    0.400000   -4.551202e+01   -1.541828e+00
  18.00000   1    0.500000   -4.548043e+01   -1.543945e+00
  18.00000   1    0.600000   -4.544383e+01   -1.546542e+00
  18.00000   1    0.700000   -4.540144e+01   -1.549722e+00
  18.00000   1    0.800000   -4.535233e+01   -1.553613e+00
  18.00000   1    0.900000   -4.529548e+01   -1.558370e+00
  18.00000   1    1.000000   -4.522968e+01   -1.564179e+00
  18.00000   1    1.100000   -4.515356e+01   -1.571266e+00
  18.00000   1    1.200000   -4.506555e+01   -1.579905e+00
  18.00000   1    1.300000   -4.496384e+01   -1.590426e+00
  18.00000   1    1.400000   -4.484638e+01   -1.603226e+00
  18.00000   1    1.500000   -4.471084e+01   -1.618782e+00
  18.00000   1    1.600000   -4.455457e+01   -1.637668e+00
  18.00000   1    1.700000   -4.437458e+01   -1.660569e+00
  18.00000   1    1.800000   -4.416752e+01   -1.688305e+00
  18.00000   1    1.900000   -4.392963e+01   -1.721846e+00
  18.00000   1    2.000000   -4.365677e+01   -1.762345e+00
  18.00000   1    2.100000   -4.334433e+01   -1.811152e+00
  18.00000   1    2.200000   -4.298730e+01   -1.869849e+00
  18.00000   1    2.300000   -4.258028e+01   -1.940266e+00
  18.00000   1    2.400000   -4.211749e+01   -2.024500e+00
  18.00000   1    2.500000   -4.159289e+01   -2.124924e+00
  18.00000   1    2.600000   -4.100024e+01   -2.244172e+00
  18.00000   1    2.700000   -4.033331e+01   -2.385109e+00
  18.00000   1    2.800000   -3.958603e+01   -2.550751e+00
  18.00000   1    2.900000   -3.875281e+01   -2.744142e+00
  18.00000   1    3.000000   -3.782878e+01   -2.968157e+00
  18.00000   1    3.100000   -3.681022e+01   -3.225224e+00
  18.00000   1    3.200000   -3.569486e+01   -3.516943e+00
  18.00000   1    3.300000   -3.448235e+01   -3.843609e+00
  18.00000   1    3.400000   -3.317460e+01   -4.203642e+00
  18.00000   1    3.500000   -3.177607e+01   -4.592976e+00
  18.00000   1    3.600000   -3.029402e+01   -5.004468e+00
  18.00000   1    3.700000   -2.873853e+01   -5.427462e+00
  18.00000   1    3.800000   -2.712238e+01   -5.847645e+00
  18.00000   1    3.900000   -2.546077e+01   -6.247360e+00
  18.00000   1    4.000000   -2.377077e+01   -6.606510e+00
  18.00000   1    4.100000   -2.207068e+01   -6.904078e+00
  18.00000   1    4.200000   -2.037924e+01   -7.120176e+00
  18.00000   1    4.300000   -1.871480e+01   -7.238338e+00
  18.00000   1    4.400000   -1.709455e+01   -7.247660e+00
  18.00000   1    4.500000   -1.553387e+01   -7.144342e+00
  18.00000   1    4.600000   -1.404573e+01   -6.932280e+00
  18.00000   1    4.700000   -1.264043e+01   -6.622566e+00
  18.00000   1    4.800000   -1.132545e+01   -6.232008e+00
  18.00000   1    4.900000   -1.010546e+01   -5.781015e+00
  18.00000   1    5.000000   -8.982561e+00   -5.291271e+00
  18.00000   1    5.100000   -7.956551e+00   -4.783636e+00
  18.00000   1    5.200000   -7.025317e+00   -4.276539e+00
  18.00000   1    5.300000   -6.185218e+00   -3.785008e+00
  18.00000   1    5.400000   -5.431475e+00   -3.320294e+00
  18.00000   1    5.500000   -4.758525e+00   -2.889978e+00
  18.00000   1    5.600000   -4.160341e+00   -2.498402e+00
  18.00000   1    5.700000   -3.630686e+00   -2.147252e+00
  18.00000   1    5.800000   -3.163329e+00   -1.836202e+00
  18.00000   1    5.900000   -2.752196e+00   -1.563498e+00
  18.00000   1    6.000000   -2.391495e+00   -1.326468e+00
  18.00000   1    6.100000   -2.075782e+00   -1.121930e+00
  18.00000   1    6.200000   -1.800017e+00   -9.464936e-01
  18.00000   1    6.300000   -1.559577e+00   -7.967736e-01
  18.00000   1    6.400000   -1.350266e+00   -6.695359e-01
  18.00000   1    6.500000   -1.168304e+00   -5.617811e-01
  18.00000   1    6.600000   -1.010304e+00   -4.707900e-01
  18.00000   1    6.700000   -8.732536e-01   -3.941388e-01
  18.00000   1    6.800000   -7.544804e-01   -3.296955e-01
  18.00000   1    6.900000   -6.516270e-01   -2.756044e-01
  18.00000   1    7.000000   -5.626194e-01   -2.302637e-01
  18.00000   1    7.100000   -4.856386e-01   -1.922997e-01
  18.00000   1    7.200000   -4.190930e-01   -1.605408e-01
  18.00000   1    7.300000   -3.615930e-01   -1.339922e-01
  18.00000   1    7.400000   -3.119277e-01   -1.118124e-01
  18.00000   1    7.500000   -2.690436e-01   -9.329101e-02
  18.00000   1    7.600000   -2.320251e-01   -7.783047e-02
  18.00000   1    7.700000   -2.000776e-01   -6.492868e-02
  18.00000   1    7.800000   -1.725123e-01   -5.416454e-02
  18.00000   1    7.900000   -1.487323e-01   -4.518532e-02
  18.00000   1    8.000000   -1.282211e-01   -3.769591e-02
  18.00000   1    8.100000   -1.105316e-01   -3.144957e-02
  18.00000   1    8.200000   -9.527753e-02   -2.624018e-02
  18.00000   1    8.300000   -8.212480e-02   -2.189562e-02
  18.00000   1    8.400000   -7.078494e-02   -1.827225e-02
  18.00000   1    8.500000   -6.100880e-02   -1.525025e-02
  18.00000   1    8.600000   -5.258129e-02   -1.272965e-02
  18.00000   1    8.700000   -4.531677e-02   -1.062710e-02
  18.00000   1    8.800000   -3.905504e-02   -8.873115e-03
  18.00000   1    8.900000   -3.365790e-02   -7.409758e-03
  18.00000   1    9.000000   -2.900614e-02   -6.188735e-03
  18.00000   1    9.100000   -2.499693e-02   -5.169790e-03
  18.00000   1    9.200000   -2.154161e-02   -4.319365e-03
  18.00000   1    9.300000   -1.856372e-02   -3.609491e-03
  18.00000   1    9.400000   -1.599735e-02   -3.016850e-03
  18.00000   1    9.500000   -1.378566e-02   -2.522003e-03
  18.00000   1    9.600000   -1.187967e-02   -2.108747e-03
  18.00000   1    9.700000   -1.023714e-02   -1.763570e-03
  18.00000   1    9.800000   -8.821666e-03   -1.475206e-03
  18.00000   1    9.900000   -7.601876e-03   -1.234260e-03
  18.00000   1   10.000000   -6.550725e-03   -1.032897e-03
  18.00000   1   10.100000   -5.644905e-03   -8.645828e-04
  18.00000   1   10.200000   -4.864326e-03   -7.238641e-04
  18.00000   1   10.300000   -4.191675e-03   -6.061929e-04
  18.00000   1   10.400000   -3.612033e-03   -5.077737e-04
  18.00000   1   10.500000   -3.112541e-03   -4.254390e-04
  18.00000   1   10.600000   -2.682118e-03   -3.565450e-04
  18.00000   1   10.700000   -2.311213e-03   -2.988845e-04
  18.00000   1   10.800000   -1.991598e-03   -2.506148e-04
  18.00000   1   10.900000   -1.716180e-03   -2.101968e-04
  18.00000   1   11.000000   -1.478848e-03   -1.763453e-04
  18.00000   1   11.100000   -1.274337e-03   -1.479864e-04
  18.00000   1   11.200000   -1.098107e-03   -1.242230e-04
  18.00000   1   11.300000   -9.462471e-04   -1.043053e-04
  18.00000   1   11.400000   -8.153882e-04   -8.760661e-05
  18.00000   1   11.500000   -7.026258e-04   -7.360293e-05
  18.00000   1   11.600000   -6.054574e-04   -6.185615e-05
  18.00000   1   11.700000   -5.217267e-04   -5.199984e-05
  18.00000   1   11.800000   -4.495752e-04   -4.372745e-05
  18.00000   1   11.900000   -3.874017e-04   -3.678246e-05
  18.00000   1   12.000000   -3.338264e-04   -3.095020e-05
  18.00000   1   12.100000   -2.876601e-04   -2.605096e-05
  18.00000   1   12.200000   -2.478784e-04   -2.193425e-05
  18.00000   1   12.300000   -2.135982e-04   -1.847405e-05
  18.00000   1   12.400000   -1.840588e-04   -1.556478e-05
  18.00000   1   12.500000   -1.586044e-04   -1.311796e-05
  18.00000   1   12.600000   -1.366703e-04   -1.105944e-05
  18.00000   1   12.700000   -1.177695e-04   -9.327055e-06
  18.00000   1   12.800000   -1.014826e-04   -7.868672e-06
  18.00000   1   12.900000   -8.744812e-05   -6.640558e-06
  18.00000   1   13.000000   -7.535450e-05   -5.606020e-06
  18.00000   1   13.100000   -6.493336e-05   -4.734261e-06
  18.00000   1   13.200000   -5.595341e-05   -3.999427e-06
  18.00000   1   13.300000   -4.821534e-05   -3.379805e-06
  18.00000   1   13.400000   -4.154741e-05   -2.857158e-06
  18.00000   1   13.500000   -3.580161e-05   -2.416160e-06
  18.00000   1   13.600000   -3.085043e-05   -2.043930e-06
  18.00000   1   13.700000   -2.658397e-05   -1.729638e-06
  18.00000   1   13.800000   -2.290754e-05   -1.464176e-06
  18.00000   1   13.900000   -1.973955e-05   -1.239881e-06
  18.00000   1   14.000000   -1.700967e-05   -1.050304e-06
  18.00000   1   14.100000   -1.465732e-05   -8.900158e-07
  18.00000   1   14.200000   -1.263028e-05   -7.544454e-07
  18.00000   1   14.300000   -1.088358e-05   -6.397416e-07
  18.00000   1   14.400000   -9.378434e-06   -5.426594e-07
  18.00000   1   14.500000   -8.081444e-06   -4.604636e-07
  18.00000   1   14.600000   -6.963820e-06   -3.908476e-07
  18.00000   1   14.700000   -6.000759e-06   -3.318662e-07
  18.00000   1   14.800000   -5.170884e-06   -2.818777e-07
  18.00000   1   14.900000   -4.455777e-06   -2.394967e-07
  18.00000   1   15.000000   -3.839565e-06   -2.035532e-07
  18.00000   2    0.100000   -4.356399e+01   -1.542113e+00
  18.00000   2    0.200000   -4.354525e+01   -1.543759e+00
  18.00000   2    0.300000   -4.352585e+01   -1.545770e+00
  18.00000   2    0.400000   -4.350520e+01   -1.548223e+00
  18.00000   2    0.500000   -4.348262e+01   -1.551215e+00
  18.00000   2    0.600000   -4.345732e+01   -1.554862e+00
  18.00000   2    0.700000   -4.342841e+01   -1.559302e+00
  18.00000   2    0.800000   -4.339484e+01   -1.564707e+00
  18.00000   2    0.900000   -4.335542e+01   -1.571279e+00
  18.00000   2    1.000000   -4.330876e+01   -1.579267e+00
  18.00000   2    1.100000   -4.325328e+01   -1.588968e+00
  18.00000   2    1.200000   -4.318718e+01   -1.600742e+00
  18.00000   2    1.300000   -4.310839e+01   -1.615021e+00
  18.00000   2    1.400000   -4.301454e+01   -1.632325e+00
  18.00000   2    1.500000   -4.290295e+01   -1.653275e+00
  18.00000   2    1.600000   -4.277058e+01   -1.678618e+00
  18.00000   2    1.700000   -4.261399e+01   -1.709244e+00
  18.00000   2    1.800000   -4.242933e+01   -1.746211e+00
  18.00000   2    1.900000   -4.221228e+01   -1.790773e+00
  18.00000   2    2.000000   -4.195807e+01   -1.844413e+00
  18.00000   2    2.100000   -4.166140e+01   -1.908866e+00
  18.00000   2    2.200000   -4.131653e+01   -1.986159e+00
  18.00000   2    2.300000   -4.091724e+01   -2.078629e+00
  18.00000   2    2.400000   -4.045688e+01   -2.188951e+00
  18.00000   2    2.500000   -3.992850e+01   -2.320139e+00
  18.00000   2    2.600000   -3.932493e+01   -2.475536e+00
  18.00000   2    2.700000   -3.863902e+01   -2.658761e+00
  18.00000   2    2.800000   -3.786379e+01   -2.873615e+00
  18.00000   2    2.900000   -3.699279e+01   -3.123920e+00
  18.00000   2    3.000000   -3.602045e+01   -3.413268e+00
  18.00000   2    3.100000   -3.494247e+01   -3.744671e+00
  18.00000   2    3.200000   -3.375626e+01   -4.120080e+00
  18.00000   2    3.300000   -3.246141e+01   -4.539792e+00
  18.00000   2    3.400000   -3.106010e+01   -5.001736e+00
  18.00000   2    3.500000   -2.955748e+01   -5.500716e+00
  18.00000   2    3.600000   -2.796189e+01   -6.027688e+00
  18.00000   2    3.700000   -2.628491e+01   -6.569219e+00
  18.00000   2    3.800000   -2.454125e+01   -7.107331e+00
  18.00000   2    3.900000   -2.274836e+01   -7.619898e+00
  18.00000   2    4.000000   -2.092590e+01   -8.081781e+00
  18.00000   2    4.100000   -1.909488e+01   -8.466728e+00
  18.00000   2    4.200000   -1.727686e+01   -8.749912e+00
  18.00000   2    4.300000   -1.549293e+01   -8.910772e+00
  18.00000   2    4.400000   -1.376286e+01   -8.935661e+00
  18.00000   2    4.500000   -1.209944e+01   -8.819748e+00
  18.00000   2    4.600000   -1.051374e+01   -8.567758e+00
  18.00000   2    4.700000   -9.017957e+00   -8.193350e+00
  18.00000   2    4.800000   -7.621011e+00   -7.717302e+00
  18.00000   2    4.900000   -6.328591e+00   -7.164894e+00
  18.00000   2    5.000000   -5.143384e+00   -6.563043e+00
  18.00000   2    5.100000   -4.065424e+00   -5.937691e+00
  18.00000   2    5.200000   -3.092519e+00   -5.311815e+00
  18.00000   2    5.300000   -2.220704e+00   -4.704207e+00
  18.00000   2    5.400000   -1.444688e+00   -4.128991e+00
  18.00000   2    5.500000   -7.582683e-01   -3.595746e+00
  18.00000   2    5.600000   -1.546893e-01   -3.110022e+00
  18.00000   2    5.700000    3.730538e-01   -2.674060e+00
  18.00000   2    5.800000    8.319744e-01   -2.287579e+00
  18.00000   2    5.900000    1.228910e+00   -1.948506e+00
  18.00000   2    6.000000    1.570390e+00   -1.653605e+00
  18.00000   2    6.100000    1.862547e+00   -1.398988e+00
  18.00000   2    6.200000    2.111062e+00   -1.180490e+00
  18.00000   2    6.300000    2.321138e+00   -9.939393e-01
  18.00000   2    6.400000    2.497498e+00   -8.353407e-01
  18.00000   2    6.500000    2.644394e+00   -7.009822e-01
  18.00000   2    6.600000    2.765628e+00   -5.874931e-01
  18.00000   2    6.700000    2.864581e+00   -4.918658e-01
  18.00000   2    6.800000    2.944244e+00   -4.114518e-01
  18.00000   2    6.900000    3.007253e+00   -3.439440e-01
  18.00000   2    7.000000    3.055922e+00   -2.873490e-01
  18.00000   2    7.100000    3.092275e+00   -2.399568e-01
  18.00000   2    7.200000    3.118080e+00   -2.003078e-01
  18.00000   2    7.300000    3.134874e+00   -1.671621e-01
  18.00000   2    7.400000    3.143993e+00   -1.394703e-01
  18.00000   2    7.500000    3.146595e+00   -1.163464e-01
  18.00000   2    7.600000    3.143683e+00   -9.704478e-02
  18.00000   2    7.700000    3.136121e+00   -8.093870e-02
  18.00000   2    7.800000    3.124657e+00   -6.750245e-02
  18.00000   2    7.900000    3.109934e+00   -5.629558e-02
  18.00000   2    8.000000    3.092504e+00   -4.694952e-02
  18.00000   2    8.100000    3.072843e+00   -3.915605e-02
  18.00000   2    8.200000    3.051357e+00   -3.265768e-02
  18.00000   2    8.300000    3.028396e+00   -2.723937e-02
  18.00000   2    8.400000    3.004257e+00   -2.272166e-02
  18.00000   2    8.500000    2.979195e+00   -1.895481e-02
  18.00000   2    8.600000    2.953426e+00   -1.581393e-02
  18.00000   2    8.700000    2.927136e+00   -1.319487e-02
  18.00000   2    8.800000    2.900480e+00   -1.101081e-02
  18.00000   2    8.900000    2.873591e+00   -9.189368e-03
  18.00000   2    9.000000    2.846581e+00   -7.670211e-03
  18.00000   2    9.100000    2.819542e+00   -6.403055e-03
  18.00000   2    9.200000    2.792555e+00   -5.345989e-03
  18.00000   2    9.300000    2.765685e+00   -4.464086e-03
  18.00000   2    9.400000    2.738987e+00   -3.728234e-03
  18.00000   2    9.500000    2.712504e+00   -3.114170e-03
  18.00000   2    9.600000    2.686275e+00   -2.601670e-03
  18.00000   2    9.700000    2.660329e+00   -2.173879e-03
  18.00000   2    9.800000    2.634690e+00   -1.816745e-03
  18.00000   2    9.900000    2.609377e+00   -1.518553e-03
  18.00000   2   10.000000    2.584405e+00   -1.269539e-03
  18.00000   2   10.100000    2.559783e+00   -1.061558e-03
  18.00000   2   10.200000    2.535521e+00   -8.878219e-04
  18.00000   2   10.300000    2.511624e+00   -7.426668e-04
  18.00000   2   10.400000    2.488093e+00   -6.213704e-04
  18.00000   2   10.500000    2.464932e+00   -5.199930e-04
  18.00000   2   10.600000    2.442139e+00   -4.352483e-04
  18.00000   2   10.700000    2.419713e+00   -3.643940e-04
